frame,stage,timestamp_ms
433,frame:out,1.7598e+12
434,frame:in,1.7598e+12
434,frame:out,1.7598e+12
435,frame:in,1.7598e+12
435,frame:out,1.7598e+12
436,frame:in,1.7598e+12
436,frame:out,1.7598e+12
437,frame:in,1.7598e+12
437,frame:out,1.7598e+12
438,frame:in,1.7598e+12
438,frame:out,1.7598e+12
439,frame:in,1.7598e+12
439,frame:out,1.7598e+12
440,frame:in,1.7598e+12
440,frame:out,1.7598e+12
441,frame:in,1.7598e+12
441,frame:out,1.7598e+12
442,frame:in,1.7598e+12
442,frame:out,1.7598e+12
443,frame:in,1.7598e+12
443,frame:out,1.7598e+12
444,frame:in,1.7598e+12
444,frame:out,1.7598e+12
445,frame:in,1.7598e+12
445,frame:out,1.7598e+12
446,frame:in,1.7598e+12
446,frame:out,1.7598e+12
447,frame:in,1.7598e+12
447,frame:out,1.7598e+12
448,frame:in,1.7598e+12
448,frame:out,1.7598e+12
449,frame:in,1.7598e+12
449,frame:out,1.7598e+12
450,frame:in,1.7598e+12
450,frame:out,1.7598e+12
451,frame:in,1.7598e+12
451,frame:out,1.7598e+12
452,frame:in,1.7598e+12
452,frame:out,1.7598e+12
453,frame:in,1.7598e+12
453,frame:out,1.7598e+12
454,frame:in,1.7598e+12
454,frame:out,1.7598e+12
455,frame:in,1.7598e+12
455,frame:out,1.7598e+12
456,frame:in,1.7598e+12
456,frame:out,1.7598e+12
457,frame:in,1.7598e+12
457,frame:out,1.7598e+12
458,frame:in,1.7598e+12
458,frame:out,1.7598e+12
459,frame:in,1.7598e+12
459,frame:out,1.7598e+12
460,frame:in,1.7598e+12
460,frame:out,1.7598e+12
461,frame:in,1.7598e+12
461,frame:out,1.7598e+12
462,frame:in,1.7598e+12
462,frame:out,1.7598e+12
463,frame:in,1.7598e+12
463,frame:out,1.7598e+12
464,frame:in,1.7598e+12
